# SPT ID	RA	DEC	S/N (2.0mm)	S_raw (2.0mm) [mJy]	S_best (2.0mm) [mJy]	dS_up (2.0mm) [mJy]	dS_down (2.0mm) [mJy]	S/N (1.4mm)	S_raw (1.4mm) [mJy]	S_best (1.4mm) [mJy]	dS_up (1.4mm) [mJy]	dS_down (1.4mm) [mJy]	alpha_raw	alpha_best	d_alpha_up	d_alpha_down	P(alpha>1)	Type	dR_SUMSS [arcsec]	dR_RASS [arcsec]	dR_IRAS [arcsec]
SPT-S_J050315-5014.3	  75.816	 -50.239	   3.13	   4.10	   0.32	   0.41	   0.18	   0.68	   2.36	   0.50	   1.11	   0.35	  -1.5	   1.1	   2.7	   2.7	   0.42	sync	 212	 645	 815
SPT-S_J050316-5317.5	  75.820	 -53.292	   3.39	   4.26	   0.33	   0.46	   0.18	   0.35	   1.17	   0.49	   1.09	   0.34	  -3.5	   0.8	   2.7	   2.6	   0.39	sync	 324	 454	1461
SPT-S_J050316-5619.4	  75.820	 -56.324	   0.05	   0.06	   0.39	   0.57	   0.25	   3.03	  10.13	   0.66	   0.80	   0.36	  13.9	   1.9	   2.2	   2.7	   0.52	dust	 510	 486	 989
SPT-S_J050317-5222.7	  75.821	 -52.379	   0.00	  -0.03	   0.39	   0.56	   0.26	   3.19	  10.66	   0.67	   0.82	   0.36	   NaN	   1.9	   2.1	   2.7	   0.54	dust	  50	 840	1525
SPT-S_J050318-5727.5	  75.825	 -57.459	   1.06	   1.29	   0.62	   0.90	   0.42	   3.19	  10.21	   0.83	   1.01	   0.46	   5.6	   1.1	   2.6	   2.6	   0.42	sync	 282	 982	 584
SPT-S_J050318-5121.3	  75.829	 -51.356	   0.00	  -0.89	   0.32	   0.45	   0.20	   3.02	  10.45	   0.60	   0.72	   0.31	   NaN	   2.2	   2.0	   2.7	   0.58	dust	 237	1272	 596
SPT-S_J050319-5643.3	  75.833	 -56.722	   3.28	   4.12	   0.46	   0.91	   0.28	   1.91	   6.40	   0.97	   2.61	   0.76	   1.2	   1.9	   2.2	   3.0	   0.52	dust	 275	 915	 870
SPT-S_J050321-5328.3	  75.839	 -53.472	   5.56	   6.98	   6.16	   1.36	   1.45	   1.43	   4.77	   4.35	   2.64	   1.70	  -1.0	  -0.9	   1.5	   1.4	   0.03	sync	   8	 694	1312
SPT-S_J050322-5008.1	  75.843	 -50.136	   1.18	   1.54	   0.76	   1.08	   0.54	   3.97	  13.73	   0.99	   1.34	   0.59	   5.9	   1.2	   2.6	   2.6	   0.43	sync	 414	 378	1003
SPT-S_J050322-5559.1	  75.843	 -55.986	   1.02	   1.28	   0.60	   0.90	   0.41	   3.13	  10.46	   0.81	   0.96	   0.45	   5.7	   1.1	   2.6	   2.6	   0.43	sync	 429	 572	 647
SPT-S_J050323-5207.4	  75.848	 -52.125	   3.43	   4.50	   0.31	   0.42	   0.17	   0.00	  -0.15	   0.44	   0.95	   0.30	   NaN	   0.6	   2.8	   2.5	   0.37	sync	 377	 561	 840
SPT-S_J050323-5409.6	  75.850	 -54.161	   1.08	   1.35	   0.64	   0.94	   0.44	   3.34	  11.18	   0.85	   1.05	   0.48	   5.7	   1.1	   2.6	   2.6	   0.42	sync	 248	 967	 316
SPT-S_J050324-5136.0	  75.854	 -51.601	   3.26	   4.28	   0.31	   0.40	   0.17	   0.26	   0.89	   0.45	   0.99	   0.31	  -4.3	   0.8	   2.7	   2.6	   0.39	sync	 359	 574	 742
SPT-S_J050324-5239.1	  75.854	 -52.653	   1.89	   2.37	   1.38	   1.34	   0.97	   4.28	  14.32	   1.44	   2.85	   0.86	   4.9	   0.8	   2.8	   2.5	   0.39	sync	 346	 819	1771
SPT-S_J050327-5102.3	  75.864	 -51.040	   3.62	   4.75	   0.35	   0.59	   0.20	   0.44	   1.52	   0.55	   1.29	   0.39	  -3.1	   0.8	   2.8	   2.6	   0.38	sync	 565	 845	 412
SPT-S_J050329-5735.6	  75.874	 -57.595	  45.35	  54.90	  54.60	   2.57	   2.57	  16.43	  52.62	  51.83	   5.76	   5.66	  -0.1	  -0.1	   0.3	   0.3	   0.00	sync	   2	1058	 583
SPT-S_J050332-5842.6	  75.886	 -58.710	   0.37	   0.45	   0.45	   0.67	   0.29	   3.50	  11.20	   0.75	   0.97	   0.42	   8.7	   1.8	   2.2	   2.7	   0.52	dust	 105	 440	1153
SPT-S_J050334-5244.8	  75.892	 -52.747	   5.96	   7.49	   6.80	   1.35	   1.38	   1.95	   6.51	   5.43	   2.86	   2.19	  -0.4	  -0.5	   1.3	   1.5	   0.02	sync	  32	 581	1611
SPT-S_J050334-5805.2	  75.895	 -58.088	   0.69	   0.84	   0.54	   0.79	   0.35	   3.64	  11.66	   0.82	   1.07	   0.46	   7.2	   1.6	   2.3	   2.7	   0.49	sync	  17	  50	 994
SPT-S_J050337-5258.7	  75.908	 -52.979	   3.05	   3.83	   0.36	   0.52	   0.21	   1.51	   5.05	   0.67	   1.67	   0.49	   0.8	   1.6	   2.4	   3.0	   0.49	sync	 406	 801	1342
SPT-S_J050338-5148.6	  75.909	 -51.810	   1.36	   1.79	   0.73	   1.08	   0.51	   3.02	  10.43	   0.87	   1.00	   0.49	   4.8	   0.7	   2.8	   2.4	   0.37	sync	 663	 617	 974
SPT-S_J050338-5637.3	  75.912	 -56.622	   3.01	   3.78	   0.32	   0.39	   0.17	   0.73	   2.45	   0.49	   1.09	   0.35	  -1.2	   1.1	   2.7	   2.8	   0.43	sync	 236	 675	1177
SPT-S_J050339-5110.6	  75.916	 -51.177	   0.56	   0.74	   0.49	   0.75	   0.33	   3.20	  11.08	   0.74	   0.89	   0.42	   7.4	   1.5	   2.4	   2.7	   0.48	sync	 449	1130	  96
SPT-S_J050341-5121.9	  75.923	 -51.366	   3.13	   4.10	   0.29	   0.35	   0.15	   0.00	  -0.24	   0.41	   0.85	   0.28	   NaN	   0.7	   2.8	   2.6	   0.37	sync	  68	1168	 759
SPT-S_J050341-5123.7	  75.924	 -51.396	   0.00	  -1.43	   0.29	   0.40	   0.18	   3.09	  10.68	   0.57	   0.70	   0.30	   NaN	   2.4	   1.9	   2.6	   0.61	dust	 171	1067	 722
SPT-S_J050341-5244.2	  75.924	 -52.737	   0.28	   0.35	   0.47	   0.67	   0.31	   3.81	  12.76	   0.78	   1.00	   0.43	   9.8	   1.9	   2.2	   2.7	   0.53	dust	 108	 529	1642
SPT-S_J050342-5835.0	  75.927	 -58.584	   1.25	   1.51	   0.69	   0.97	   0.47	   3.24	  10.39	   0.89	   1.05	   0.51	   5.3	   0.9	   2.6	   2.5	   0.40	sync	  48	 897	 945
SPT-S_J050343-5016.2	  75.930	 -50.272	   3.19	   4.18	   0.33	   0.43	   0.18	   0.78	   2.69	   0.51	   1.19	   0.37	  -1.2	   1.1	   2.7	   2.8	   0.42	sync	 114	 838	1065
SPT-S_J050343-5528.7	  75.932	 -55.480	   2.49	   3.13	   1.93	   1.40	   1.26	   3.78	  12.63	   1.55	   1.99	   0.83	   3.8	  -0.3	   2.9	   1.9	   0.25	sync	 365	 305	 489
SPT-S_J050346-5507.2	  75.942	 -55.120	   0.00	  -0.22	   0.38	   0.54	   0.24	   3.44	  11.50	   0.68	   0.84	   0.37	   NaN	   2.0	   2.0	   2.7	   0.56	dust	 227	 257	 832
SPT-S_J050346-5618.5	  75.944	 -56.310	   0.00	  -1.44	   0.28	   0.39	   0.17	   3.09	  10.33	   0.57	   0.70	   0.29	   NaN	   2.4	   1.8	   2.6	   0.62	dust	 610	 331	1094
SPT-S_J050347-5243.0	  75.949	 -52.718	   3.08	   3.86	   0.27	   0.32	   0.14	   0.00	  -2.65	   0.36	   0.67	   0.24	   NaN	   0.4	   2.8	   2.4	   0.34	sync	 191	 514	1601
SPT-S_J050347-5657.2	  75.950	 -56.955	   0.44	   0.56	   0.51	   0.74	   0.35	   3.96	  13.24	   0.81	   1.12	   0.45	   8.6	   1.8	   2.2	   2.7	   0.52	dust	 563	 114	1172
SPT-S_J050349-5014.0	  75.958	 -50.233	   3.31	   4.34	   0.28	   0.35	   0.15	   0.00	  -2.41	   0.38	   0.74	   0.25	   NaN	   0.5	   2.8	   2.4	   0.34	sync	 120	 778	1141
SPT-S_J050351-5339.1	  75.963	 -53.652	   3.10	   3.90	   0.28	   0.32	   0.15	   0.00	  -2.10	   0.37	   0.72	   0.25	   NaN	   0.5	   2.8	   2.4	   0.35	sync	 254	1222	 937
SPT-S_J050351-5212.1	  75.966	 -52.203	   3.12	   4.10	   0.38	   0.60	   0.21	   1.64	   5.69	   0.72	   1.90	   0.54	   0.9	   1.7	   2.4	   3.0	   0.49	sync	 148	 248	 822
SPT-S_J050352-5542.2	  75.969	 -55.704	   3.12	   3.92	   0.34	   0.45	   0.19	   1.06	   3.56	   0.56	   1.31	   0.40	  -0.3	   1.3	   2.6	   2.8	   0.44	sync	 490	 347	 607
